brand,model,model_year,milage,fuel_type,transmission,accident,price,engine_hp,brand_id,model_id,fuel_type_id,transmission_norm,age
Chrysler,300 S,2014,122,Gasoline,5-Speed A/T,0,15999,363.0,10,32,3,0,11
GMC,Sierra 1500 AT4,2022,100,Diesel,10-Speed A/T,0,62499,277.0,15,1537,0,0,3
Chrysler,200 C,2015,170,E85 Flex Fuel,9-Speed A/T,1,5995,295.0,10,19,1,0,10
Ford,F-150 XLT SuperCab,2010,232,Gasoline,A/T,0,3000,292.0,14,671,3,0,15
MINI,Cooper S Base,2006,95,Gasoline,6-Speed Manual,0,12500,168.0,31,495,3,1,19
Toyota,Venza XLE,2013,103,Gasoline,A/T,1,14200,268.0,53,1749,3,0,12
Toyota,Camry Hybrid Base,2011,133,Hybrid,A/T,1,7900,147.0,53,406,4,0,14
Chevrolet,Tahoe LT,2012,163,E85 Flex Fuel,A/T,0,14500,320.0,9,1671,1,0,13
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64,Gasoline,7-Speed A/T,0,37500,577.0,36,357,3,0,11
Ford,Shelby GT500 Base,2021,568,Gasoline,7-Speed A/T,0,90788,760.0,14,1533,3,0,4
Lexus,RX 300 4WD,1999,249,Gasoline,A/T,1,3500,220.0,27,1317,3,0,26
Porsche,Macan S,2015,80,Gasoline,7-Speed A/T,0,23999,340.0,43,1030,3,0,10
Ford,F-150 XLT SuperCab,2004,187,Gasoline,A/T,0,6299,300.0,14,671,3,0,21
Subaru,Outback 2.5 i Special Edition,2009,182,Gasoline,A/T,0,6500,169.0,50,1165,3,0,16
GMC,Sierra 2500 AT4,2022,23,Diesel,A/T,0,76740,442.0,15,1546,0,0,3
BMW,X5 xDrive40i,2020,37,Gasoline,8-Speed A/T,1,50000,335.0,4,1805,3,0,5
Porsche,Taycan Base,2022,10,Electric,A/T,0,89000,375.0,43,1679,2,0,3
Lexus,GX 470 Base,2006,152,Gasoline,A/T,1,13995,263.0,27,795,3,0,19
Ford,F-150 Heritage XL SuperCab Flareside,2004,60,Gasoline,4-Speed A/T,1,30500,380.0,14,659,3,0,21
Mazda,MazdaSpeed Miata MX-5 Base,2004,33,Gasoline,6-Speed Manual,1,17599,178.0,34,1075,3,1,21
GMC,Acadia Denali,2021,48,Gasoline,9-Speed A/T,0,38436,304.0,15,243,3,0,4
Mercedes-Benz,Metris Base,2016,17,Gasoline,A/T,0,29000,208.0,36,1077,3,0,9
Ford,Expedition EL XLT,2011,196,E85 Flex Fuel,6-Speed A/T,0,8999,310.0,14,634,1,0,14
Chevrolet,Monte Carlo SS,2000,74,Gasoline,4-Speed A/T,0,4700,200.0,9,1110,3,0,25
RAM,1500 Big Horn,2015,140,Gasoline,8-Speed A/T,1,14000,395.0,44,4,3,0,10
Jeep,Commander Base,2006,212,Gasoline,A/T,0,6500,210.0,22,475,3,0,19
Lexus,IS-F Base,2010,77,Gasoline,8-Speed A/T,1,34500,416.0,27,888,3,0,15
Ford,Utility Police Interceptor Base,2017,118,Gasoline,6-Speed A/T,0,15000,365.0,14,1743,3,0,8
Cadillac,Escalade ESV Luxury,2016,146,Gasoline,8-Speed A/T,0,24500,420.0,8,603,3,0,9
Tesla,Model Y Performance,2020,39,Electric,1-Speed A/T,0,43000,455.0,52,1109,2,0,5
Chevrolet,Avalanche 1500 LS,2005,130,E85 Flex Fuel,A/T,0,7200,295.0,9,278,1,0,20
Ford,F-150 Lariat,2021,33,Gasoline,10-Speed A/T,0,47850,325.0,14,660,3,0,4
Mercedes-Benz,GLB 250 Base 4MATIC,2023,1,Gasoline,A/T,0,46479,232.0,36,766,3,0,2
Jeep,Wrangler Sport,2016,41,Gasoline,5-Speed A/T,0,25000,285.0,22,1771,3,0,9
Nissan,350Z Touring,2004,111,Gasoline,6-Speed Manual,1,11500,287.0,39,59,3,1,21
Chevrolet,Corvette Z06,2016,49,Gasoline,7-Speed Manual,0,75000,650.0,9,512,3,1,9
Pontiac,Solstice GXP,2007,47,Gasoline,5-Speed Manual,0,13300,260.0,42,1585,3,1,18
Hyundai,Sonata SE,2018,58,Gasoline,A/T,1,15900,185.0,19,1589,3,0,7
Lincoln,Navigator Reserve,2018,54,Gasoline,10-Speed A/T,1,46500,450.0,28,1148,3,0,7
Nissan,Maxima SL,2007,102,Gasoline,A/T,0,6700,255.0,39,1054,3,0,18
Ford,Ranger XLT,2021,89,Gasoline,10-Speed A/T,0,34000,270.0,14,1352,3,0,4
Jaguar,XE 35t Premium,2017,55,Gasoline,A/T,0,25000,340.0,21,1833,3,0,8
Lincoln,MKZ Reserve,2017,72,Gasoline,6-Speed A/T,0,18750,240.0,28,1017,3,0,8
Cadillac,Escalade ESV Platinum,2020,92,Gasoline,A/T,0,50000,420.0,8,604,3,0,5
Ford,Fusion SE,2012,160,E85 Flex Fuel,A/T,0,4500,240.0,14,738,1,0,13
Mercedes-Benz,E-Class E 350,2012,96,Gasoline,7-Speed A/T,0,12000,302.0,36,549,3,0,13
Jeep,Wrangler Unlimited Sport,2014,133,Gasoline,5-Speed A/T,1,17000,285.0,22,1778,3,0,11
Jeep,Wrangler Sport,2010,149,Gasoline,4-Speed A/T,0,10700,202.0,22,1771,3,0,15
Jeep,Wrangler Sport,2011,110,Gasoline,4-Speed A/T,0,16998,352.0,22,1771,3,0,14
Acura,MDX 3.5L w/Technology Package,2019,91,Gasoline,A/T,0,27698,309.0,0,998,3,0,6
Volkswagen,Jetta 1.4T S,2019,59,Gasoline,A/T,0,17000,147.0,54,908,3,0,6
Chevrolet,Camaro Z28,2002,48,Gasoline,A/T,0,21999,310.0,9,404,3,0,23
Chevrolet,Corvette Z06,2016,42,Gasoline,7-Speed Manual,0,66000,650.0,9,512,3,1,9
Porsche,Cayman R,2012,54,Gasoline,7-Speed A/T,0,75000,330.0,43,437,3,0,13
Porsche,Cayenne Base,2018,70,Gasoline,8-Speed A/T,0,45855,300.0,43,423,3,0,7
Subaru,Crosstrek 2.0i Limited,2018,84,Gasoline,CVT Transmission,0,21499,152.0,50,521,3,0,7
BMW,750 Li,2007,115,Gasoline,A/T,0,9000,360.0,4,130,3,0,18
Jeep,Wrangler Sahara,2013,112,Gasoline,A/T,1,26500,285.0,22,1769,3,0,12
GMC,Sierra 2500 AT4,2020,53,Diesel,6-Speed A/T,0,69500,445.0,15,1546,0,0,5
BMW,X3 M AWD,2021,32,Gasoline,8-Speed A/T,0,54500,473.0,4,1786,3,0,4
BMW,335 i,2011,73,Gasoline,Transmission w/Dual Shift Mode,0,16000,300.0,4,50,3,2,14
Jeep,Wrangler Unlimited Sahara,2019,60,Gasoline,8-Speed A/T,0,35900,285.0,22,1777,3,0,6
Toyota,Corolla S Plus,2016,68,Gasoline,Transmission w/Dual Shift Mode,0,16000,132.0,53,500,3,2,9
Land,Rover Discovery HSE LUXURY,2017,47,Gasoline,8-Speed A/T,1,29000,340.0,26,1382,3,0,8
Mercedes-Benz,E-Class E 450 4MATIC,2021,18,Hybrid,9-Speed A/T,1,62000,362.0,36,553,4,0,4
Ford,Fusion Hybrid Base,2012,158,Hybrid,A/T,1,8250,191.0,14,734,4,0,13
BMW,X1 xDrive 28i,2017,50,Gasoline,8-Speed A/T,0,26000,228.0,4,1783,3,0,8
GMC,Terrain SLE,2010,82,Gasoline,A/T,0,12250,182.0,15,1687,3,0,15
BMW,i3 120Ah w/Range Extender,2019,17,Electric,A/T,0,26990,170.0,4,1889,2,0,6
Ford,Mustang SVT Cobra,2003,16,Gasoline,Manual,0,35500,390.0,14,1128,3,1,22
Land,Rover Range Rover Supercharged LWB,2020,54,Gasoline,A/T,0,67500,518.0,26,1437,3,0,5
RAM,2500 Big Horn,2016,90,Gasoline,A/T,0,35000,410.0,44,25,3,0,9
Ford,E250 Cargo,2013,88,E85 Flex Fuel,4-Speed A/T,1,17777,225.0,14,561,1,0,12
MINI,Countryman Cooper S ALL4,2018,12,Gasoline,8-Speed A/T,0,28900,189.0,31,517,3,0,7
RAM,1500 Classic Tradesman,2019,12,Gasoline,8-Speed A/T,0,28995,395.0,44,8,3,0,6
Volvo,C70 T5,2011,199,Gasoline,Transmission w/Dual Shift Mode,1,5500,227.0,55,347,3,2,14
Mercedes-Benz,SL-Class SL600 Roadster,2007,78,Gasoline,5-Speed A/T,1,22999,510.0,36,1496,3,0,18
Toyota,Camry Hybrid XLE,2018,22,Hybrid,A/T,0,29500,208.0,53,408,4,0,7
GMC,Acadia SLE-2,2016,101,Gasoline,6-Speed A/T,1,12995,304.0,15,246,3,0,9
Chevrolet,Impala 1LT,2019,100,Gasoline,6-Speed A/T,0,17816,304.0,9,889,3,0,6
Jeep,Grand Cherokee L Laredo,2021,24,Gasoline,8-Speed A/T,0,38633,304.0,22,841,3,0,4
Jeep,Liberty Sport,2003,103,Gasoline,A/T,0,5200,210.0,22,960,3,0,22
Jaguar,XF Luxury,2009,91,Gasoline,6-Speed A/T,0,7000,300.0,21,1839,3,0,16
Honda,Civic Sport,2020,23,Gasoline,A/T CVT,1,23739,232.0,17,466,3,0,5
Subaru,Outback 2.5i Premium,2019,77,Gasoline,CVT Transmission,1,18749,175.0,50,1167,3,0,6
Land,Rover Range Rover Sport HSE Dynamic,2019,20,Gasoline,A/T,0,76000,380.0,26,1427,3,0,6
Tesla,Model Y Long Range,2022,500,Electric,A/T,0,45900,425.0,52,1108,2,0,3
Lexus,ES 350 Base,2019,50,Gasoline,8-Speed A/T,1,33900,302.0,27,569,3,0,6
Honda,CR-V Touring,2022,20,Gasoline,A/T CVT,0,36727,201.0,17,362,3,0,3
Alfa,Romeo Giulia Quadrifoglio,2021,11,Gasoline,8-Speed A/T,0,75000,505.0,1,1367,3,0,4
BMW,330 i,2005,59,Gasoline,Manual,0,30900,225.0,4,47,3,1,20
Maybach,Type 57 Base,2004,34,Gasoline,5-Speed A/T,0,64250,543.0,33,1740,3,0,21
Lexus,ES 250 Base,2021,24,Gasoline,A/T,0,37998,213.0,27,566,3,0,4
Mercedes-Benz,Sprinter 2500,2016,139,Diesel,A/T,1,22000,161.0,36,1610,0,0,9
Mercedes-Benz,E-Class E 350,2012,82,Gasoline,7-Speed A/T,0,13999,302.0,36,549,3,0,13
Dodge,Dakota Sport,1997,285,Gasoline,4-Speed A/T,0,6399,230.0,11,536,3,0,28
RAM,1500 Tradesman/Express,2017,26,E85 Flex Fuel,8-Speed A/T,1,25307,304.0,44,17,1,0,8
Mazda,CX-9 Touring,2016,127,Gasoline,A/T,1,16770,227.0,34,393,3,0,9
Porsche,911 Turbo S,2019,31,Gasoline,Transmission w/Dual Shift Mode,0,179900,580.0,43,163,3,2,6
BMW,X3 xDrive30i,2021,27,Gasoline,8-Speed A/T,0,38400,248.0,4,1790,3,0,4
Jeep,Grand Cherokee Limited,2015,93,E85 Flex Fuel,A/T,0,18900,290.0,22,846,1,0,10
BMW,X7 xDrive40i,2021,9,Hybrid,8-Speed A/T,1,71200,335.0,4,1815,4,0,4
Mercedes-Benz,SL-Class SL 550,2014,77,Gasoline,7-Speed A/T,1,32999,429.0,36,1491,3,0,11
Bentley,Continental GT W12,2016,61,Gasoline,A/T,1,98000,582.0,5,488,3,0,9
Jeep,Wrangler Unlimited,2005,146,Gasoline,A/T,1,15900,190.0,22,1772,3,0,20
Volkswagen,Golf SportWagen TSI SE,2017,34,Gasoline,6-Speed A/T,0,16500,170.0,54,834,3,0,8
Jeep,Wrangler Unlimited Sahara,2020,62,Gasoline,8-Speed A/T,1,39860,232.0,22,1777,3,0,5
Kia,Sorento SXL,2017,109,Gasoline,6-Speed A/T,0,15998,281.0,24,1603,3,0,8
Lexus,LS 430 Base,2006,192,Gasoline,6-Speed A/T,1,7390,278.0,27,924,3,0,19
Mercedes-Benz,E-Class E 350 4MATIC,2014,83,Gasoline,7-Speed A/T,0,15500,302.0,36,550,3,0,11
Tesla,Model X 75D,2016,52,Electric,A/T,0,52000,518.0,52,1100,2,0,9
RAM,1500 Rebel,2020,57,Gasoline,8-Speed A/T,0,43500,395.0,44,13,3,0,5
MINI,Cooper Base,2008,104,Gasoline,6-Speed A/T,1,4100,118.0,31,494,3,0,17
Jeep,Cherokee Sport,1996,171,Gasoline,4-Speed A/T,1,6500,190.0,22,460,3,0,29
Ford,Mustang GT Premium,2013,18,Gasoline,6-Speed A/T,0,29000,412.0,14,1122,3,0,12
Lincoln,Navigator Reserve,2019,39,Gasoline,10-Speed A/T,0,51999,450.0,28,1148,3,0,6
Jeep,Gladiator Rubicon,2020,38,Gasoline,8-Speed A/T,0,45000,285.0,22,818,3,0,5
Porsche,Cayman GT4,2016,15,Gasoline,6-Speed Manual,0,115000,385.0,43,435,3,1,9
Honda,Civic EX,2012,168,Gasoline,A/T,0,6500,140.0,17,462,3,0,13
Jeep,Grand Cherokee Laredo,2012,166,E85 Flex Fuel,A/T,1,13000,290.0,22,845,1,0,13
Ford,Shelby GT500 Base,2021,19,Gasoline,Transmission w/Dual Shift Mode,0,82950,760.0,14,1533,3,2,4
Land,Rover Defender SE,2022,46,Hybrid,8-Speed A/T,0,75000,395.0,26,1377,4,0,3
Hummer,H3 Base,2007,201,Gasoline,A/T,1,7200,242.0,18,854,3,0,18
Kia,Sportage LX,2014,87,Gasoline,A/T,1,8900,182.0,24,1604,3,0,11
GMC,Yukon XL 1500 SLT,2015,145,Gasoline,6-Speed A/T,0,24950,355.0,15,1870,3,0,10
Jeep,Wrangler Unlimited Sport,2020,33,Gasoline,8-Speed A/T,0,36500,285.0,22,1778,3,0,5
Tesla,Model S Long Range Plus,2021,11,Electric,A/T,0,67800,557.0,52,1095,2,0,4
Audi,A6 3.0T Prestige,2014,90,Gasoline,Transmission w/Dual Shift Mode,0,18000,310.0,3,185,3,2,11
Jeep,Wrangler 80th Anniversary,2021,27,Hybrid,8-Speed A/T,0,37500,285.0,22,1764,4,0,4
Jeep,Wrangler Sport,2010,87,Gasoline,6-Speed Manual,0,18500,202.0,22,1771,3,1,15
Volkswagen,CC 2.0T Sport,2016,76,Gasoline,A/T,1,13000,200.0,54,348,3,0,9
Cadillac,SRX Luxury Collection,2016,71,Gasoline,6-Speed A/T,0,15500,308.0,8,1510,3,0,9
Porsche,Cayenne Turbo,2009,42,Gasoline,Transmission w/Dual Shift Mode,1,35000,500.0,43,431,3,2,16
Toyota,4Runner 4WD,1999,267,Gasoline,5-Speed Manual,1,8000,150.0,53,80,3,1,26
Mitsubishi,Eclipse GT,2003,146,Gasoline,4-Speed A/T,1,4200,200.0,38,573,3,0,22
Chevrolet,Corvette Stingray w/1LT,2023,9,Gasoline,8-Speed A/T,0,82500,490.0,9,509,3,0,2
Toyota,GR86 Premium,2022,1,Gasoline,6-Speed A/T,0,40000,228.0,53,780,3,0,3
Land,Rover Range Rover P525 Westminster,2021,22,Gasoline,8-Speed A/T,0,89900,447.0,26,1416,3,0,4
Ford,Mustang GT Premium,2012,20,Gasoline,6-Speed A/T,0,26500,412.0,14,1122,3,0,13
Tesla,Model Y Long Range,2020,20,Electric,1-Speed A/T,0,44990,425.0,52,1108,2,0,5
RAM,1500 Sport,2012,114,Gasoline,A/T,0,17900,390.0,44,15,3,0,13
Lamborghini,Gallardo LP550-2,2013,22,Gasoline,6-Speed A/T,0,150000,550.0,25,797,3,0,12
INFINITI,Q60 3.0t Red Sport 400,2022,3,Gasoline,Transmission w/Dual Shift Mode,0,54000,400.0,20,1245,3,2,3
Volkswagen,e-Golf SE,2016,42,Electric,1-Speed A/T,0,12000,115.0,54,1886,2,0,9
Tesla,Model X Long Range,2022,12,Electric,A/T,0,92500,670.0,52,1102,2,0,3
BMW,M5 Base,2015,27,Gasoline,7-Speed A/T,0,52500,560.0,4,982,3,0,10
Kia,K5 GT-Line,2022,22,Gasoline,8-Speed A/T,1,29430,170.0,24,918,3,0,3
Chevrolet,Caprice Classic Base,1996,60,Gasoline,A/T,0,18500,260.0,9,419,3,0,29
Subaru,BRZ Limited,2013,46,Gasoline,6-Speed Manual,0,22888,200.0,50,294,3,1,12
Lincoln,MKZ Reserve I,2019,36,Gasoline,6-Speed A/T,0,26500,245.0,28,1018,3,0,6
Chevrolet,Corvette Grand Sport,2019,13,Gasoline,7-Speed Manual,0,61950,460.0,9,506,3,1,6
Audi,Q5 2.0T Premium Plus,2019,50,Gasoline,7-Speed A/T,1,27000,248.0,3,1231,3,0,6
Mazda,CX-9 Signature,2018,20,Gasoline,Transmission w/Dual Shift Mode,0,32250,227.0,34,392,3,2,7
Ford,Mustang GT,2016,36,Gasoline,6-Speed Manual,1,31000,435.0,14,1121,3,1,9
Chevrolet,Camaro 1SS,2022,7,Gasoline,A/T,0,51999,455.0,9,399,3,0,3
BMW,X5 xDrive35i,2016,75,Gasoline,A/T,1,21900,300.0,4,1803,3,0,9
Nissan,Maxima SV,2014,117,Gasoline,Transmission w/Dual Shift Mode,1,10900,290.0,39,1055,3,2,11
Toyota,Tundra TRD Pro,2016,51,E85 Flex Fuel,6-Speed A/T,0,39900,381.0,53,1739,1,0,9
INFINITI,QX60 AUTOGRAPH,2022,6,Gasoline,9-Speed A/T,0,57999,295.0,20,1261,3,0,3
Mitsubishi,Lancer Evolution MR,2006,128,Gasoline,6-Speed Manual,0,37999,286.0,38,944,3,1,19
BMW,X3 xDrive30i,2021,15,Gasoline,Transmission w/Dual Shift Mode,0,39995,248.0,4,1790,3,2,4
Toyota,Tundra SR5,2016,119,Gasoline,6-Speed A/T,0,29950,381.0,53,1736,3,0,9
Lincoln,Mark LT Base,2006,88,Gasoline,A/T,1,12999,300.0,28,1040,3,0,19
Ford,Flex SEL,2011,149,Gasoline,6-Speed A/T,0,7999,262.0,14,714,3,0,14
Audi,Q5 2.0T Premium Plus,2015,55,E85 Flex Fuel,8-Speed A/T,1,20995,220.0,3,1231,1,0,10
Ford,F-150 XL,2021,46,Gasoline,10-Speed A/T,0,38532,309.0,14,669,3,0,4
Lincoln,Continental Reserve,2017,57,Gasoline,Transmission w/Dual Shift Mode,0,29000,335.0,28,491,3,2,8
Tesla,Model X 75D,2017,94,Electric,A/T,1,49900,518.0,52,1100,2,0,8
Jeep,Grand Cherokee Limited,2017,80,Gasoline,8-Speed A/T,1,22500,293.0,22,846,3,0,8
GMC,Terrain SLT-1,2013,12,Gasoline,A/T,1,12300,182.0,15,1689,3,0,12
Tesla,Model X Long Range,2022,8,Electric,A/T,0,84000,670.0,52,1102,2,0,3
Mercedes-Benz,AMG E 53 Base 4MATIC,2021,16,Hybrid,9-Speed A/T,0,78000,429.0,36,215,4,0,4
Subaru,Impreza WRX Base,2013,113,Gasoline,5-Speed Manual,1,16000,265.0,50,898,3,1,12
Kia,Optima S,2018,74,Gasoline,6-Speed A/T,0,15000,185.0,24,1163,3,0,7
Mercedes-Benz,M-Class ML 350,2011,99,Gasoline,A/T,0,11900,268.0,36,962,3,0,14
Volkswagen,Beetle 2.0T S,2018,37,Gasoline,6-Speed A/T,0,23999,174.0,54,299,3,0,7
Acura,RSX Base,2005,186,Gasoline,A/T,1,6700,160.0,0,1315,3,0,20
GMC,Acadia SLE,2020,58,Gasoline,9-Speed A/T,0,27700,310.0,15,244,3,0,5
Ford,F-150 Lariat,2020,31,Gasoline,A/T,0,42500,325.0,14,660,3,0,5
Jeep,Gladiator Overland,2020,43,Gasoline,A/T,0,46500,285.0,22,817,3,0,5
Toyota,Tacoma TRD Sport,2020,41,Gasoline,6-Speed Manual,0,41598,309.0,53,1667,3,1,5
Kia,EV6 GT-Line,2022,22,Electric,1-Speed A/T,0,45000,320.0,24,570,2,0,3
Genesis,GV70 3.5T Sport,2022,13,Gasoline,8-Speed A/T,0,53000,375.0,16,790,3,0,3
Ford,Explorer ST,2022,10,Gasoline,Transmission w/Dual Shift Mode,0,50000,400.0,14,646,3,2,3
MINI,Countryman Cooper,2020,75,Gasoline,7-Speed A/T with Auto-Shift,0,21612,201.0,31,515,3,0,5
Mazda,CX-5 Grand Touring,2021,61,Gasoline,6-Speed A/T,0,26485,213.0,34,385,3,0,4
BMW,325 i,2003,142,Gasoline,5-Speed Manual,1,4800,184.0,4,41,3,1,22
Toyota,Yaris L,2012,129,Gasoline,4-Speed A/T,1,7950,106.0,53,1865,3,0,13
Chevrolet,Express 1500 Base,2010,204,E85 Flex Fuel,4-Speed A/T,1,4900,310.0,9,652,1,0,15
Lincoln,Navigator L Select,2016,116,Gasoline,6-Speed A/T,0,22500,380.0,28,1146,3,0,9
Jeep,Wrangler Sahara Altitude,2023,2,Hybrid,A/T,0,62500,285.0,22,1770,4,0,2
Bentley,Continental GT Base,2007,72,Gasoline,A/T,1,35995,552.0,5,482,3,0,18
Lexus,RX 350 F Sport,2018,26,Gasoline,8-Speed A/T,0,37899,295.0,27,1323,3,0,7
BMW,430 i,2017,59,Gasoline,8-Speed A/T,0,21000,248.0,4,70,3,0,8
Cadillac,Escalade Sport Platinum,2021,26,Gasoline,10-Speed A/T,0,104000,420.0,8,617,3,0,4
Honda,Civic EX,2008,191,Gasoline,5-Speed Manual,1,5500,140.0,17,462,3,1,17
Porsche,Cayenne AWD,2020,38,Gasoline,8-Speed A/T,0,59900,335.0,43,422,3,0,5
Ford,Mustang Mach-E GT,2022,14,Electric,1-Speed A/T,0,54000,480.0,14,1124,2,0,3
Cadillac,ATS 2.5L Luxury,2013,225,Gasoline,6-Speed A/T,0,13600,202.0,8,241,3,0,12
Lexus,LS 460 Base,2014,123,Gasoline,8-Speed A/T,0,24995,386.0,27,925,3,0,11
Cadillac,Escalade Premium Luxury,2021,11,Gasoline,10-Speed A/T,0,88900,420.0,8,614,3,0,4
Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,67,Gasoline,7-Speed A/T,0,20490,241.0,36,337,3,0,9
Hyundai,Veloster Base,2013,57,Gasoline,Transmission w/Dual Shift Mode,1,10500,132.0,19,1746,3,2,12
Chevrolet,Corvette Base,2002,44,Gasoline,4-Speed A/T,0,30000,350.0,9,505,3,0,23
Mercedes-Benz,C-Class C 300 4MATIC,2019,60,Gasoline,9-Speed A/T,0,26900,232.0,36,335,3,0,6
Kia,Stinger GT,2018,56,Gasoline,A/T,0,29950,365.0,24,1618,3,0,7
Volvo,S60 R,2004,167,Gasoline,6-Speed Manual,0,8000,300.0,55,1477,3,1,21
Chevrolet,Silverado 2500 LT,2015,123,E85 Flex Fuel,A/T,0,27499,360.0,9,1575,1,0,10
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,59,Gasoline,A/T,0,54995,380.0,26,1398,3,0,6
GMC,Sierra 1500 SLE,2015,102,Gasoline,6-Speed A/T,1,24500,355.0,15,1542,3,0,10
Chevrolet,Silverado 1500 RST,2020,41,Gasoline,A/T,1,44800,339.0,9,1569,3,0,5
Porsche,911 Turbo S,2019,22,Gasoline,7-Speed A/T,0,174900,580.0,43,163,3,0,6
Chevrolet,Suburban Z71,2022,19,Gasoline,10-Speed A/T,0,69790,420.0,9,1631,3,0,3
Mercedes-Benz,G-Class G 550 4MATIC,2019,32,Gasoline,A/T,0,128000,416.0,36,741,3,0,6
Porsche,911 Carrera,2023,20,Gasoline,8-Speed A/T,0,134900,379.0,43,143,3,0,2
Land,Rover Range Rover Sport HSE,2011,105,Gasoline,A/T,0,10000,375.0,26,1426,3,0,14
Ford,F-250 Lariat,2016,123,Diesel,6-Speed A/T,0,38900,440.0,14,675,0,0,9
Subaru,BRZ Limited,2022,14,Gasoline,6-Speed Manual,0,34999,228.0,50,294,3,1,3
Lexus,LS 460 Base,2008,101,Gasoline,8-Speed A/T,0,15397,380.0,27,925,3,0,17
Land,Rover Range Rover Sport HSE,2013,111,Gasoline,6-Speed A/T,1,15000,375.0,26,1426,3,0,12
Cadillac,Escalade Sport Platinum,2021,38,Gasoline,A/T,1,94995,420.0,8,617,3,0,4
Nissan,Pathfinder S,2020,41,Gasoline,CVT Transmission,0,21865,284.0,39,1200,3,0,5
MINI,Cooper S Base,2006,100,Gasoline,6-Speed A/T,0,5500,168.0,31,495,3,0,19
Acura,ILX 2.0L w/Premium Package,2013,198,Gasoline,Transmission w/Dual Shift Mode,1,11000,150.0,0,876,3,2,12
Lexus,RX 350 Base,2021,21,Gasoline,8-Speed A/T,1,42599,309.0,27,1320,3,0,4
Porsche,911 Carrera S,2013,52,Gasoline,7-Speed Manual,0,76500,400.0,43,153,3,1,12
MINI,Hardtop Cooper S,2022,24,Gasoline,6-Speed Manual,0,30000,189.0,31,858,3,1,3
Ford,F-150 Platinum,2018,61,Gasoline,A/T,1,46900,375.0,14,665,3,0,7
BMW,i3 Base,2015,26,Electric,1-Speed A/T,0,14999,170.0,4,1891,2,0,10
Mazda,CX-5 Touring,2018,61,Gasoline,Transmission w/Dual Shift Mode,0,21800,187.0,34,386,3,2,7
Lexus,RX 350 F Sport Performance,2020,54,Gasoline,A/T,0,32600,295.0,27,1324,3,0,5
BMW,X5 M50i,2023,14,Gasoline,8-Speed A/T,0,77897,502.0,4,1798,3,0,2
Mercedes-Benz,E-Class E 300,2019,33,Gasoline,A/T,0,33998,232.0,36,547,3,0,6
Porsche,911 Carrera Cabriolet,2006,96,Gasoline,6-Speed Manual,1,52500,325.0,43,151,3,1,19
Ford,F-350 Lariat,2015,162,Diesel,Transmission w/Dual Shift Mode,0,32000,440.0,14,686,0,2,10
BMW,X3 xDrive30i,2019,92,Gasoline,8-Speed A/T,0,24999,232.0,4,1790,3,0,6
RAM,1500 SLT,2017,74,Gasoline,8-Speed A/T,1,27000,395.0,44,14,3,0,8
Toyota,Tacoma Base,2009,49,Gasoline,Manual,0,17900,159.0,53,1661,3,1,16
Cadillac,SRX Performance Collection,2011,125,Gasoline,6-Speed A/T,0,8450,265.0,8,1511,3,0,14
Ford,Mustang GT Premium,2010,69,Gasoline,5-Speed A/T,0,20000,315.0,14,1122,3,0,15
Dodge,Ram 2500 Laramie Quad Cab,2004,148,Diesel,4-Speed A/T,0,19000,250.0,11,1342,0,0,21
BMW,650 i,2006,122,Gasoline,6-Speed Manual,0,10500,360.0,4,115,3,1,19
Subaru,Impreza WRX,2012,106,Gasoline,Manual,0,15000,265.0,50,897,3,1,13
Ford,Edge Titanium,2017,113,Gasoline,6-Speed A/T,1,16500,245.0,14,580,3,0,8
Kia,Telluride SX,2021,24,Gasoline,8-Speed A/T,0,44315,352.0,24,1685,3,0,4
Tesla,Model S Long Range,2022,28,Electric,1-Speed A/T,0,68750,670.0,52,1094,2,0,3
RAM,1500 Rebel,2018,55,Gasoline,A/T,1,37050,395.0,44,13,3,0,7
Ford,Explorer XLT,2017,161,Gasoline,6-Speed A/T,0,17500,290.0,14,650,3,0,8
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,29,Gasoline,9-Speed A/T,0,61350,385.0,36,224,3,0,6
Audi,Q5 2.0T Premium Plus,2016,52,E85 Flex Fuel,A/T,1,20499,220.0,3,1231,1,0,9
Nissan,Armada Platinum,2018,120,Gasoline,Transmission w/Dual Shift Mode,0,20999,390.0,39,264,3,2,7
Mercedes-Benz,SL-Class SL500 Roadster,2003,80,Gasoline,5-Speed A/T,0,12500,302.0,36,1494,3,0,22
Bentley,Bentayga V8,2021,24,Gasoline,8-Speed A/T,0,165000,542.0,5,305,3,0,4
Jeep,Gladiator Overland,2021,4,Gasoline,A/T,0,55000,285.0,22,817,3,0,4
BMW,M2 CS,2020,10,Gasoline,Transmission w/Dual Shift Mode,0,103500,444.0,4,965,3,2,5
Dodge,Charger SE,2017,63,Gasoline,A/T,0,18650,292.0,11,455,3,0,8
Lincoln,MKX Black Label,2017,69,Gasoline,6-Speed A/T,0,26500,335.0,28,1013,3,0,8
Toyota,Tundra SR5,2015,108,Gasoline,6-Speed A/T,0,31380,369.0,53,1736,3,0,10
BMW,335 i,2008,98,Gasoline,Transmission w/Dual Shift Mode,0,13998,300.0,4,50,3,2,17
